LON,LAT,ANNUAL
-40.365,-18.127,4903
-51.400,-19.186,5253
-51.550,-19.068,5246
-51.926,-1.897,5183
-50.547,-18.997,5245
-50.654,-18.915,5225
-51.349,-1.877,5259
-50.944,-18.762,5238
-51.133,-18.560,5240
-49.989,-18.487,5270
-4.948,-18.486,5230
-52.665,-18.395,5072
-50.455,-18.448,5228
-5.014,-1.844,5290
-49.216,-18.410,5242
-47.778,-1.836,5348
-51.959,-18.307,5153
-5.115,-18.295,5190
-4.822,-1.834,5317
-48.152,-18.265,5298
-49.740,-18.218,5207
-49.354,-1.818,5205
-47.944,-18.166,5301
-47.834,-18.234,5308
-47.563,-18.154,5364
-50.214,-18.089,5290
-49.041,-18.138,5230
-48.764,-18.080,5278
-4.856,-1.814,5299
-48.256,-18.060,5320
-48.088,-18.136,5330
-50.339,-17.972,5293
-49.366,-1.801,5221
-48.644,-17.979,5284
-51.721,-17.879,5163
-50.303,-17.851,5297
-50.920,-17.793,5189
-50.598,-1.781,5260
-50.166,-17.811,5299
-49.629,-17.807,5248
-48.757,-17.770,5313
-49.805,-17.733,5299
-49.481,-17.729,5285
-49.106,-17.734,5289
-4.863,-17.745,5291
-48.159,-1.772,5283
-52.554,-17.566,5182
-5.064,-17.559,5251
-47.777,-17.637,5280
-52.065,-17.526,5162
-49.449,-17.517,5264
-48.202,-17.466,5350
-52.680,-17.356,5166
-51.173,-17.444,5154
-50.375,-17.396,5267
-49.665,-17.424,5301
-53.202,-17.327,5154
-49.930,-17.341,5288
-49.494,-1.730,5278
-49.380,-17.289,5276
-49.245,-17.255,5275
-4.903,-17.302,5288
-48.426,-17.326,5319
-48.481,-1.732,5319
-48.277,-17.302,5347
-48.704,-17.199,5296
-49.987,-17.139,5286
-48.663,-17.056,5300
-51.810,-16.954,5174
-50.146,-17.049,5271
-49.776,-16.972,5287
-49.632,-1.704,5280
-49.228,-16.970,5252
-48.952,-16.970,5291
-4.830,-17.034,5309
-50.449,-16.947,5254
-4.945,-16.909,5249
-50.407,-1.682,5304
-50.166,-16.793,5282
-49.924,-16.805,5280
-49.694,-16.763,5264
-49.535,-16.830,5287
-49.438,-16.762,5256
-49.247,-16.820,5256
